Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
arch400x300x200x100|s42|a0.001|lr0.0005,0.7319,0.7826,0.7619,0.7222,0.895
arch400x300x200x100|s42|a0.01|lr0.0003,0.7319,0.7826,0.7381,0.7222,0.875
arch400x300x200x100|s42|a0.01|lr0.0005,0.7319,0.7826,0.7619,0.7222,0.895
arch400x300x200x100|s42|a0.05|lr0.0003,0.7319,0.7826,0.746,0.7222,0.875
K130|ENN2|s99|a0.0001|lr0.0003,0.7319,0.7826,0.6667,0.7222,0.645
K130|ENN2|s99|a0.0001|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.63
K130|ENN2|s99|a0.001|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.645
K130|ENN2|s99|a0.001|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.625
K130|ENN2|s99|a0.01|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.645
arch400x200x100x50|s0|a0.0001|lr0.001,0.7319,0.7826,0.754,0.7222,0.73
K105|ENN5|s0|a0.0001|lr0.0003,0.7319,0.7826,0.5794,0.7222,0.555
K130|ENN5|s7|a0.0001|lr0.0005,0.7319,0.7826,0.5952,0.7222,0.925
K130|ENN5|s7|a0.001|lr0.0003,0.7319,0.7826,0.6032,0.7222,0.91
K130|ENN5|s7|a0.001|lr0.0005,0.7319,0.7826,0.5952,0.7222,0.925
K130|ENN5|s7|a0.01|lr0.0003,0.7319,0.7826,0.5952,0.7222,0.91
K130|ENN5|s7|a0.01|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.925
K113|ENN3|s33|a0.01|lr0.0003,0.7319,0.7826,0.5952,0.7222,0.55
K113|ENN3|s33|a0.05|lr0.0003,0.7319,0.7826,0.5952,0.7222,0.545
K105|ENN5|s0|a0.01|lr0.0003,0.7319,0.7826,0.5794,0.7222,0.555
K105|ENN5|s0|a0.05|lr0.0003,0.7319,0.7826,0.5794,0.7222,0.555
K130|ENN5|s7|a0.05|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.925
arch400x300x200x100|s7|a0.01|lr0.0003,0.7319,0.7826,0.754,0.7222,0.565
arch400x300x200x100|s7|a0.05|lr0.0003,0.7319,0.7826,0.754,0.7222,0.565
arch400x300x200x100|s42|a0.0001|lr0.0003,0.7319,0.7826,0.7381,0.7222,0.875
arch400x300x200x100|s42|a0.0001|lr0.0005,0.7319,0.7826,0.754,0.7222,0.895
K111|ENN5|s76|a0.0001|lr0.0003,0.7319,0.7826,0.6111,0.7222,0.685
K111|ENN5|s76|a0.0001|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.68
K111|ENN5|s76|a0.001|lr0.0003,0.7319,0.7826,0.6111,0.7222,0.685
K111|ENN5|s76|a0.001|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.68
K111|ENN5|s76|a0.01|lr0.0003,0.7319,0.7826,0.6111,0.7222,0.685
K111|ENN5|s76|a0.01|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.68
K111|ENN5|s76|a0.05|lr0.0003,0.7319,0.7826,0.6111,0.7222,0.685
K130|ENN2|s99|a0.01|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.63
K130|ENN2|s99|a0.05|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.64
K130|ENN2|s99|a0.05|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.625
K111|ENN5|s76|a0.05|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.68
arch256x128x64x32|s76|a0.05|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.8
K111|ENN3|s99|a0.001|lr0.001,0.7319,0.7826,0.619,0.7222,0.635
K111|ENN3|s99|a0.01|lr0.001,0.7319,0.7826,0.619,0.7222,0.635
arch300x200x100x50x25|s21|a0.01|lr0.0005,0.7319,0.7826,0.6667,0.7222,0.65
arch300x200x100x50x25|s21|a0.05|lr0.0005,0.7319,0.7826,0.6667,0.7222,0.65
K111|ENN3|s99|a0.05|lr0.001,0.7319,0.7826,0.619,0.7222,0.635
arch300x200x100x50x25|s21|a0.0001|lr0.0005,0.7319,0.7826,0.6667,0.7222,0.65
arch300x200x100x50x25|s21|a0.001|lr0.0005,0.7319,0.7826,0.6667,0.7222,0.65
K108|ENN2|s76|a0.0001|lr0.001,0.7319,0.7826,0.7778,0.7222,0.895
arch400x300x200x100|s42|a0.05|lr0.0005,0.7319,0.7826,0.7619,0.7222,0.89
K113|ENN3|s33|a0.001|lr0.0003,0.7319,0.7826,0.5952,0.7222,0.55
K113|ENN3|s7|a0.0001|lr0.0003,0.7319,0.7826,0.6667,0.7222,0.545
K113|ENN3|s7|a0.001|lr0.0003,0.7319,0.7826,0.6667,0.7222,0.545
K113|ENN3|s7|a0.05|lr0.0003,0.7319,0.7826,0.6667,0.7222,0.545
K115|ENN3|s0|a0.01|lr0.001,0.7262,0.7391,0.6825,0.7262,0.875
K115|ENN3|s0|a0.001|lr0.001,0.7262,0.7391,0.6825,0.7262,0.875
K115|ENN3|s0|a0.0001|lr0.001,0.7262,0.7391,0.6746,0.7262,0.875
K100|ENN2|s42|a0.01|lr0.0005,0.7262,0.7391,0.754,0.7262,0.54
K100|ENN2|s42|a0.01|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.54
K100|ENN2|s42|a0.001|lr0.0005,0.7262,0.7391,0.746,0.7262,0.54
K110|ENN5|s0|a0.05|lr0.001,0.7262,0.7391,0.6905,0.7262,0.87
K110|ENN2|s13|a0.01|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.645
K110|ENN2|s13|a0.001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.645
K110|ENN2|s0|a0.0001|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.84
K110|ENN2|s13|a0.01|lr0.001,0.7262,0.7391,0.6984,0.7262,0.675
K111|ENN3|s76|a0.05|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.565
K111|ENN4|s0|a0.05|lr0.001,0.7262,0.7391,0.7619,0.7262,0.7
K100|ENN2|s42|a0.05|lr0.0005,0.7262,0.7391,0.754,0.7262,0.54
K100|ENN2|s42|a0.05|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.54
K100|ENN3|s76|a0.01|lr0.001,0.7262,0.7391,0.7143,0.7262,0.94
K100|ENN3|s76|a0.001|lr0.001,0.7262,0.7391,0.7063,0.7262,0.94
K100|ENN3|s76|a0.0001|lr0.001,0.7262,0.7391,0.7063,0.7262,0.94
K100|ENN2|s13|a0.05|lr0.001,0.7262,0.7391,0.7302,0.7262,0.525
K100|ENN2|s13|a0.01|lr0.001,0.7262,0.7391,0.7222,0.7262,0.525
K110|ENN5|s0|a0.01|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.835
K110|ENN5|s0|a0.001|lr0.001,0.7262,0.7391,0.6825,0.7262,0.87
K110|ENN5|s0|a0.001|lr0.0005,0.7262,0.7391,0.6825,0.7262,0.86
K110|ENN5|s0|a0.001|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.835
K110|ENN5|s0|a0.0001|lr0.001,0.7262,0.7391,0.6905,0.7262,0.87
K110|ENN5|s0|a0.0001|lr0.0005,0.7262,0.7391,0.6905,0.7262,0.86
K110|ENN5|s0|a0.0001|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.835
K100|ENN2|s0|a0.05|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.535
K100|ENN2|s0|a0.01|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.535
K100|ENN2|s0|a0.001|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.535
K100|ENN2|s0|a0.0001|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.535
K95|ENN4|s7|a0.0001|lr0.0003,0.7262,0.7391,0.619,0.7262,0.53
K115|ENN3|s42|a0.05|lr0.001,0.7262,0.7391,0.6984,0.7262,0.71
K115|ENN3|s42|a0.05|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.705
K110|ENN2|s33|a0.0001|lr0.0005,0.7262,0.7391,0.6746,0.7262,0.59
K110|ENN2|s33|a0.0001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.61
K100|ENN3|s76|a0.05|lr0.001,0.7262,0.7391,0.7063,0.7262,0.93
K115|ENN3|s42|a0.05|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.705
K105|ENN5|s42|a0.0001|lr0.001,0.7262,0.7391,0.6508,0.7262,0.795
K115|ENN3|s42|a0.01|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.7
K115|ENN3|s42|a0.01|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.71
K115|ENN3|s42|a0.001|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.7
K95|ENN4|s7|a0.01|lr0.0003,0.7262,0.7391,0.619,0.7262,0.53
K95|ENN4|s7|a0.001|lr0.0003,0.7262,0.7391,0.619,0.7262,0.53
K100|ENN3|s42|a0.001|lr0.001,0.7262,0.7391,0.7222,0.7262,0.51
K100|ENN3|s42|a0.001|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.495
K100|ENN3|s42|a0.001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.525
K100|ENN3|s42|a0.0001|lr0.001,0.7262,0.7391,0.7222,0.7262,0.51
K100|ENN3|s42|a0.0001|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.495
K100|ENN3|s42|a0.0001|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.525
K115|ENN3|s42|a0.0001|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.71
K110|ENN2|s33|a0.05|lr0.0005,0.7262,0.7391,0.6746,0.7262,0.59
K110|ENN2|s33|a0.01|lr0.001,0.7262,0.7391,0.6667,0.7262,0.585
K110|ENN2|s33|a0.01|lr0.0005,0.7262,0.7391,0.6667,0.7262,0.59
K130|ENN2|s76|a0.05|lr0.0003,0.7262,0.7391,0.6032,0.7262,0.5
K130|ENN2|s76|a0.01|lr0.0003,0.7262,0.7391,0.6111,0.7262,0.5
K130|ENN2|s76|a0.001|lr0.0003,0.7262,0.7391,0.6111,0.7262,0.5
K130|ENN2|s76|a0.0001|lr0.0003,0.7262,0.7391,0.6111,0.7262,0.5
K105|ENN3|s7|a0.001|lr0.001,0.7262,0.7391,0.7381,0.7262,0.805
K112|ENN2|s21|a0.05|lr0.0005,0.7262,0.7391,0.7302,0.7262,0.6
K107|ENN5|s7|a0.01|lr0.001,0.7262,0.7391,0.6825,0.7262,0.785
K107|ENN5|s7|a0.001|lr0.001,0.7262,0.7391,0.6825,0.7262,0.79
K90|ENN2|s33|a0.01|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.56
K95|ENN4|s7|a0.05|lr0.0003,0.7262,0.7391,0.619,0.7262,0.53
arch300x150x75x50x25|s7|a0.05|lr0.001,0.7262,0.7391,0.6508,0.7262,0.545
K115|ENN3|s42|a0.001|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.71
K115|ENN3|s42|a0.0001|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.7
K110|ENN2|s33|a0.05|lr0.001,0.7262,0.7391,0.6667,0.7262,0.58
K90|ENN2|s33|a0.001|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.56
K90|ENN2|s33|a0.0001|lr0.0005,0.7262,0.7391,0.7222,0.7262,0.575
K90|ENN2|s33|a0.0001|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.56
K112|ENN2|s21|a0.01|lr0.0005,0.7262,0.7391,0.7302,0.7262,0.6
K112|ENN2|s21|a0.001|lr0.0005,0.7262,0.7391,0.7302,0.7262,0.6
K112|ENN2|s21|a0.0001|lr0.0005,0.7262,0.7391,0.7302,0.7262,0.6
K125|ENN3|s99|a0.05|lr0.001,0.7262,0.7391,0.6746,0.7262,0.75
K130|ENN5|s99|a0.05|lr0.0003,0.7262,0.7391,0.7381,0.7262,0.61
K130|ENN5|s99|a0.01|lr0.001,0.7262,0.7391,0.7698,0.7262,0.485
K130|ENN5|s99|a0.01|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.61
K130|ENN5|s99|a0.001|lr0.001,0.7262,0.7391,0.7778,0.7262,0.485
K130|ENN5|s99|a0.001|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.61
K130|ENN5|s99|a0.0001|lr0.001,0.7262,0.7391,0.7778,0.7262,0.485
K110|ENN5|s0|a0.01|lr0.001,0.7262,0.7391,0.6825,0.7262,0.87
K110|ENN2|s33|a0.0001|lr0.001,0.7262,0.7391,0.6667,0.7262,0.585
K100|ENN2|s21|a0.05|lr0.001,0.7262,0.7391,0.7222,0.7262,0.565
K100|ENN2|s21|a0.01|lr0.001,0.7262,0.7391,0.7143,0.7262,0.565
K100|ENN2|s21|a0.001|lr0.001,0.7262,0.7391,0.7143,0.7262,0.565
K100|ENN2|s21|a0.0001|lr0.001,0.7262,0.7391,0.7143,0.7262,0.565
K110|ENN3|s76|a0.05|lr0.001,0.7262,0.7391,0.746,0.7262,0.61
K115|ENN2|s76|a0.001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.555
K115|ENN2|s76|a0.0001|lr0.0005,0.7262,0.7391,0.6905,0.7262,0.555
K115|ENN2|s76|a0.0001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.555
K110|ENN5|s0|a0.05|lr0.0005,0.7262,0.7391,0.6825,0.7262,0.855
K110|ENN5|s0|a0.05|lr0.0003,0.7262,0.7391,0.6825,0.7262,0.835
K113|ENN4|s99|a0.01|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.8
K105|ENN3|s21|a0.05|lr0.001,0.7262,0.7391,0.6905,0.7262,0.55
K105|ENN3|s21|a0.05|lr0.0005,0.7262,0.7391,0.6587,0.7262,0.525
K105|ENN3|s21|a0.01|lr0.0005,0.7262,0.7391,0.6587,0.7262,0.525
K105|ENN4|s13|a0.05|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.625
K130|ENN5|s99|a0.05|lr0.001,0.7262,0.7391,0.7778,0.7262,0.48
K100|ENN2|s13|a0.001|lr0.001,0.7262,0.7391,0.7302,0.7262,0.525
K95|ENN3|s42|a0.01|lr0.001,0.7262,0.7391,0.7857,0.7262,0.87
K95|ENN3|s42|a0.01|lr0.0005,0.7262,0.7391,0.754,0.7262,0.79
K95|ENN3|s42|a0.001|lr0.001,0.7262,0.7391,0.7857,0.7262,0.87
K95|ENN3|s42|a0.001|lr0.0005,0.7262,0.7391,0.746,0.7262,0.79
K95|ENN3|s42|a0.0001|lr0.001,0.7262,0.7391,0.7857,0.7262,0.865
K90|ENN2|s33|a0.001|lr0.0005,0.7262,0.7391,0.7222,0.7262,0.575
K100|ENN5|s0|a0.05|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.605
arch300x150x75x50x25|s7|a0.001|lr0.0005,0.7262,0.7391,0.6349,0.7262,0.525
arch300x150x75x50x25|s7|a0.0001|lr0.001,0.7262,0.7391,0.6508,0.7262,0.545
K111|ENN3|s76|a0.01|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.555
K111|ENN3|s76|a0.001|lr0.0005,0.7262,0.7391,0.7222,0.7262,0.56
K111|ENN3|s76|a0.001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.56
K111|ENN3|s76|a0.0001|lr0.0005,0.7262,0.7391,0.7222,0.7262,0.56
K111|ENN3|s76|a0.0001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.56
K100|ENN2|s42|a0.0001|lr0.0005,0.7262,0.7391,0.746,0.7262,0.54
K100|ENN2|s42|a0.0001|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.54
K110|ENN5|s13|a0.0001|lr0.0003,0.7262,0.7391,0.6825,0.7262,0.78
K110|ENN5|s42|a0.01|lr0.001,0.7262,0.7391,0.6825,0.7262,0.64
K105|ENN3|s21|a0.001|lr0.0005,0.7262,0.7391,0.6587,0.7262,0.525
K120|ENN3|s76|a0.01|lr0.001,0.7262,0.7391,0.6825,0.7262,0.755
K110|ENN5|s13|a0.05|lr0.0005,0.7262,0.7391,0.6905,0.7262,0.76
K110|ENN5|s13|a0.05|lr0.0003,0.7262,0.7391,0.6825,0.7262,0.775
K110|ENN5|s13|a0.01|lr0.0003,0.7262,0.7391,0.6746,0.7262,0.78
K113|ENN2|s99|a0.01|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.795
K113|ENN2|s99|a0.001|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.795
K113|ENN2|s99|a0.0001|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.795
arch500x250x100x50|s99|a0.05|lr0.001,0.7262,0.7391,0.7302,0.7262,0.69
K113|ENN4|s99|a0.05|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.8
K105|ENN3|s21|a0.01|lr0.0003,0.7262,0.7391,0.6508,0.7262,0.51
K105|ENN4|s13|a0.0001|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.625
K120|ENN3|s76|a0.001|lr0.001,0.7262,0.7391,0.6746,0.7262,0.755
K113|ENN2|s99|a0.05|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.795
K100|ENN2|s42|a0.001|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.54
K105|ENN3|s76|a0.05|lr0.001,0.7262,0.7391,0.6587,0.7262,0.66
K105|ENN3|s21|a0.001|lr0.0003,0.7262,0.7391,0.6508,0.7262,0.51
K105|ENN3|s21|a0.0001|lr0.0005,0.7262,0.7391,0.6587,0.7262,0.525
K105|ENN3|s21|a0.0001|lr0.0003,0.7262,0.7391,0.6508,0.7262,0.51
K110|ENN5|s13|a0.05|lr0.001,0.7262,0.7391,0.6746,0.7262,0.76
K130|ENN5|s99|a0.0001|lr0.0003,0.7262,0.7391,0.7302,0.7262,0.61
K107|ENN5|s7|a0.0001|lr0.001,0.7262,0.7391,0.6825,0.7262,0.785
K110|ENN2|s33|a0.001|lr0.001,0.7262,0.7391,0.6667,0.7262,0.585
K110|ENN2|s33|a0.001|lr0.0005,0.7262,0.7391,0.6667,0.7262,0.59
K110|ENN2|s33|a0.001|lr0.0003,0.7262,0.7391,0.6984,0.7262,0.61
arch300x150x75x50x25|s99|a0.01|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.59
K95|ENN3|s42|a0.05|lr0.001,0.7262,0.7391,0.7857,0.7262,0.87
K95|ENN3|s42|a0.05|lr0.0005,0.7262,0.7391,0.754,0.7262,0.785
K100|ENN2|s13|a0.0001|lr0.001,0.7262,0.7391,0.7302,0.7262,0.525
K90|ENN2|s33|a0.01|lr0.0005,0.7262,0.7391,0.7302,0.7262,0.575
arch300x150x75x50x25|s7|a0.05|lr0.0005,0.7262,0.7391,0.6349,0.7262,0.525
arch300x150x75x50x25|s7|a0.01|lr0.001,0.7262,0.7391,0.6508,0.7262,0.545
K113|ENN4|s99|a0.01|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.8
K113|ENN4|s99|a0.001|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.8
K113|ENN4|s99|a0.001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.8
K113|ENN4|s99|a0.0001|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.8
K113|ENN4|s99|a0.0001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.8
K113|ENN4|s7|a0.0001|lr0.001,0.7262,0.7391,0.6349,0.7262,0.89
K113|ENN4|s99|a0.05|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.8
K105|ENN3|s76|a0.01|lr0.001,0.7262,0.7391,0.6587,0.7262,0.66
K105|ENN3|s76|a0.001|lr0.001,0.7262,0.7391,0.6587,0.7262,0.665
K105|ENN3|s99|a0.01|lr0.0005,0.7262,0.7391,0.8016,0.7262,0.61
K105|ENN3|s99|a0.001|lr0.0005,0.7262,0.7391,0.8016,0.7262,0.61
K105|ENN3|s99|a0.0001|lr0.0005,0.7262,0.7391,0.8016,0.7262,0.61
arch300x150x75x50x25|s7|a0.01|lr0.0005,0.7262,0.7391,0.6349,0.7262,0.525
arch300x150x75x50x25|s7|a0.001|lr0.001,0.7262,0.7391,0.6508,0.7262,0.545
K100|ENN5|s0|a0.01|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.605
K100|ENN5|s0|a0.0001|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.605
arch300x150x75x50x25|s99|a0.0001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.59
K90|ENN2|s33|a0.05|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.56
K95|ENN3|s42|a0.0001|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.79
K108|ENN5|s13|a0.05|lr0.0003,0.7262,0.7391,0.6587,0.7262,0.615
K108|ENN5|s13|a0.01|lr0.001,0.7262,0.7391,0.6508,0.7262,0.66
K108|ENN5|s13|a0.01|lr0.0005,0.7262,0.7391,0.6746,0.7262,0.615
K108|ENN5|s13|a0.01|lr0.0003,0.7262,0.7391,0.6667,0.7262,0.605
K108|ENN5|s13|a0.001|lr0.001,0.7262,0.7391,0.6508,0.7262,0.665
K108|ENN5|s13|a0.001|lr0.0005,0.7262,0.7391,0.6746,0.7262,0.615
K105|ENN3|s76|a0.0001|lr0.001,0.7262,0.7391,0.6587,0.7262,0.665
K105|ENN3|s0|a0.05|lr0.001,0.7262,0.7391,0.6746,0.7262,0.85
K105|ENN3|s0|a0.05|lr0.0005,0.7262,0.7391,0.6429,0.7262,0.76
K115|ENN2|s76|a0.05|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.555
K115|ENN2|s76|a0.01|lr0.0005,0.7262,0.7391,0.6984,0.7262,0.555
K115|ENN2|s76|a0.01|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.555
K115|ENN2|s76|a0.001|lr0.0005,0.7262,0.7391,0.6905,0.7262,0.555
arch300x150x75x50x25|s99|a0.05|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.59
K105|ENN3|s13|a0.001|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.625
K105|ENN3|s13|a0.0001|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.625
K108|ENN5|s0|a0.05|lr0.001,0.7262,0.7391,0.627,0.7262,0.595
K108|ENN5|s13|a0.05|lr0.0005,0.7262,0.7391,0.6825,0.7262,0.615
K90|ENN2|s33|a0.05|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.575
arch300x150x75x50x25|s99|a0.001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.59
K100|ENN5|s0|a0.001|lr0.0003,0.7262,0.7391,0.7778,0.7262,0.605
arch300x150x75x50x25|s7|a0.0001|lr0.0005,0.7262,0.7391,0.6349,0.7262,0.525
K108|ENN4|s21|a0.01|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.65
K108|ENN4|s21|a0.001|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.65
K110|ENN3|s76|a0.01|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.61
K110|ENN3|s76|a0.001|lr0.0005,0.7262,0.7391,0.746,0.7262,0.61
arch500x250x100x50|s42|a0.001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.59
arch500x250x100x50|s42|a0.0001|lr0.001,0.7262,0.7391,0.7143,0.7262,0.595
K113|ENN5|s13|a0.05|lr0.001,0.7262,0.7391,0.627,0.7262,0.585
K113|ENN5|s13|a0.01|lr0.001,0.7262,0.7391,0.627,0.7262,0.585
K110|ENN3|s76|a0.0001|lr0.0005,0.7262,0.7391,0.746,0.7262,0.61
K90|ENN4|s33|a0.001|lr0.0003,0.7262,0.7391,0.7381,0.7262,0.565
K90|ENN4|s33|a0.0001|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.575
K90|ENN4|s33|a0.0001|lr0.0003,0.7262,0.7391,0.7381,0.7262,0.565
K120|ENN3|s33|a0.05|lr0.0005,0.7262,0.7391,0.754,0.7262,0.755
K90|ENN4|s33|a0.05|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.575
K90|ENN4|s33|a0.05|lr0.0003,0.7262,0.7391,0.7381,0.7262,0.565
K90|ENN4|s33|a0.01|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.575
K100|ENN3|s99|a0.01|lr0.001,0.7262,0.7391,0.7063,0.7262,0.81
K100|ENN3|s99|a0.01|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.785
K100|ENN3|s42|a0.01|lr0.0003,0.7262,0.7391,0.7222,0.7262,0.525
K108|ENN4|s21|a0.0001|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.65
K115|ENN5|s99|a0.001|lr0.001,0.7262,0.7391,0.746,0.7262,0.585
arch500x250x100x50|s42|a0.0001|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.595
arch500x250x100x50|s42|a0.0001|lr0.0003,0.7262,0.7391,0.7143,0.7262,0.59
K100|ENN3|s42|a0.01|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.495
K100|ENN3|s99|a0.001|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.79
K100|ENN3|s99|a0.001|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.775
K105|ENN3|s13|a0.05|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.625
K105|ENN3|s13|a0.01|lr0.0003,0.7262,0.7391,0.6905,0.7262,0.625
K95|ENN5|s21|a0.05|lr0.001,0.7262,0.7391,0.754,0.7262,0.57
K95|ENN5|s21|a0.05|lr0.0005,0.7262,0.7391,0.7619,0.7262,0.565
K95|ENN5|s21|a0.01|lr0.001,0.7262,0.7391,0.754,0.7262,0.57
K105|ENN3|s0|a0.01|lr0.0005,0.7262,0.7391,0.6429,0.7262,0.76
K105|ENN3|s0|a0.001|lr0.001,0.7262,0.7391,0.6667,0.7262,0.85
K105|ENN3|s0|a0.001|lr0.0005,0.7262,0.7391,0.6429,0.7262,0.76
K105|ENN3|s0|a0.0001|lr0.001,0.7262,0.7391,0.6746,0.7262,0.85
K105|ENN3|s0|a0.0001|lr0.0005,0.7262,0.7391,0.6508,0.7262,0.78
K90|ENN4|s33|a0.01|lr0.0003,0.7262,0.7391,0.7381,0.7262,0.565
K90|ENN4|s33|a0.001|lr0.0005,0.7262,0.7391,0.7381,0.7262,0.575
arch500x250x100x50|s42|a0.01|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.59
arch500x250x100x50|s42|a0.001|lr0.001,0.7262,0.7391,0.7143,0.7262,0.595
arch500x250x100x50|s42|a0.001|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.595
K95|ENN5|s21|a0.001|lr0.001,0.7262,0.7391,0.754,0.7262,0.57
K95|ENN5|s21|a0.001|lr0.0005,0.7262,0.7391,0.7619,0.7262,0.565
K95|ENN5|s21|a0.0001|lr0.001,0.7262,0.7391,0.754,0.7262,0.57
K95|ENN5|s21|a0.0001|lr0.0005,0.7262,0.7391,0.7619,0.7262,0.565
K120|ENN3|s33|a0.01|lr0.0005,0.7262,0.7391,0.754,0.7262,0.755
K120|ENN3|s33|a0.001|lr0.0005,0.7262,0.7391,0.754,0.7262,0.755
K120|ENN3|s33|a0.0001|lr0.0005,0.7262,0.7391,0.754,0.7262,0.755
K100|ENN3|s99|a0.05|lr0.001,0.7262,0.7391,0.7063,0.7262,0.81
K100|ENN3|s99|a0.05|lr0.0005,0.7262,0.7391,0.7143,0.7262,0.785
K100|ENN3|s99|a0.05|lr0.0003,0.7262,0.7391,0.7063,0.7262,0.77
arch500x250x100x50|s42|a0.05|lr0.001,0.7262,0.7391,0.7143,0.7262,0.595
arch500x250x100x50|s42|a0.05|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.595
K115|ENN5|s99|a0.001|lr0.0005,0.7262,0.7391,0.7063,0.7262,0.585
