Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
MLP_s114_a0.001_lr0.0005,0.5548,0.6087,0.4603,0.5595,0.51
MLP_s114_a0.01_lr0.0005,0.5548,0.6087,0.4683,0.5595,0.51
SM_K120|enn|s42|a0.001,0.5548,0.6087,0.4206,0.5595,0.78
MLP_s119_a0.01_lr0.0005,0.5548,0.6087,0.5397,0.5595,0.49
MLP_s22_a0.01_lr0.0005,0.5548,0.6087,0.4365,0.5595,0.45
MLP_s22_a0.001_lr0.001,0.5548,0.6087,0.4603,0.5595,0.49
MLP_s169_a0.001_lr0.001,0.5548,0.6087,0.4286,0.5595,0.47
MLP_s72_a0.01_lr0.001,0.5548,0.6087,0.5159,0.5595,0.56
MLP_s22_a0.01_lr0.001,0.5548,0.6087,0.4524,0.5595,0.51
MLP_s22_a0.05_lr0.0005,0.5548,0.6087,0.4365,0.5595,0.5
MLP_s22_a0.05_lr0.001,0.5548,0.6087,0.4444,0.5595,0.52
MLP_s76_a0.05_lr0.001,0.5548,0.6087,0.4683,0.5595,0.53
MLP_s272_a0.05_lr0.0005,0.5548,0.6087,0.4921,0.5595,0.53
MLP_s272_a0.001_lr0.0005,0.5548,0.6087,0.4921,0.5595,0.53
MLP_s272_a0.001_lr0.001,0.5548,0.6087,0.5,0.5595,0.6
SM_K150|border|s0|a0.05,0.5548,0.6087,0.4206,0.5595,0.45
MLP_s107_a0.01_lr0.0005,0.5548,0.6087,0.4762,0.5595,0.49
MLP_s107_a0.05_lr0.0005,0.5548,0.6087,0.4762,0.5595,0.49
MLP_s36_a0.01_lr0.001,0.5548,0.6087,0.5,0.5595,0.63
MLP_s36_a0.001_lr0.001,0.5548,0.6087,0.5,0.5595,0.64
K60|smote|a0.01|s13,0.5548,0.6087,0.5476,0.5595,0.46
MLP_s184_a0.05_lr0.0005,0.5548,0.6087,0.4841,0.5595,0.53
MLP_s36_a0.001_lr0.0005,0.5548,0.6087,0.5079,0.5595,0.62
MLP_s244_a0.001_lr0.001,0.5548,0.6087,0.4762,0.5595,0.53
MLP_s299_a0.05_lr0.001,0.5548,0.6087,0.4286,0.5595,0.56
MLP_s148_a0.05_lr0.0005,0.5548,0.6087,0.4921,0.5595,0.55
MLP_s107_a0.001_lr0.0005,0.5548,0.6087,0.4762,0.5595,0.49
MLP_s36_a0.01_lr0.0005,0.5548,0.6087,0.5159,0.5595,0.62
MLP_s36_a0.05_lr0.001,0.5548,0.6087,0.5079,0.5595,0.65
MLP_s36_a0.05_lr0.0005,0.5548,0.6087,0.5159,0.5595,0.63
MLP_s285_a0.05_lr0.001,0.5548,0.6087,0.4524,0.5595,0.43
MLP_s285_a0.01_lr0.001,0.5548,0.6087,0.4365,0.5595,0.44
MLP_s106_a0.001_lr0.0005,0.5548,0.6087,0.5317,0.5595,0.41
MLP_s220_a0.05_lr0.001,0.5548,0.6087,0.4683,0.5595,0.48
MLP_s299_a0.001_lr0.001,0.5548,0.6087,0.4286,0.5595,0.56
MLP_s299_a0.01_lr0.001,0.5548,0.6087,0.4286,0.5595,0.56
MLP_s62_a0.01_lr0.0005,0.5548,0.6087,0.4603,0.5595,0.46
MLP_s62_a0.001_lr0.0005,0.5548,0.6087,0.4444,0.5595,0.46
K60|border|a0.01|s13,0.5548,0.6087,0.5476,0.5595,0.46
K60|border|a0.001|s13,0.5548,0.6087,0.5476,0.5595,0.46
K60|smote|a0.001|s13,0.5548,0.6087,0.5476,0.5595,0.46
MLP_s89_a0.05_lr0.0005,0.549,0.6522,0.4524,0.5754,0.66
MLP_s47_a0.001_lr0.001,0.549,0.6522,0.5159,0.5754,0.52
MLP_s260_a0.01_lr0.0005,0.549,0.6522,0.4286,0.5754,0.54
MLP_s260_a0.05_lr0.0005,0.549,0.6522,0.4365,0.5754,0.53
MLP_s89_a0.05_lr0.001,0.549,0.6522,0.4603,0.5754,0.65
MLP_s260_a0.001_lr0.0005,0.549,0.6522,0.4286,0.5754,0.54
K70|smote|a0.01|s99,0.549,0.6522,0.4762,0.5754,0.49
MLP_s107_a0.001_lr0.001,0.549,0.6522,0.4524,0.5754,0.59
MLP_s107_a0.01_lr0.001,0.549,0.6522,0.4524,0.5754,0.59
MLP_s23_a0.05_lr0.0005,0.549,0.6522,0.4683,0.5754,0.55
MLP_s23_a0.01_lr0.0005,0.549,0.6522,0.4603,0.5754,0.55
MLP_s23_a0.001_lr0.0005,0.549,0.6522,0.4683,0.5754,0.55
MLP_s267_a0.05_lr0.001,0.549,0.6522,0.4921,0.5754,0.5
MLP_s71_a0.05_lr0.001,0.549,0.6522,0.4444,0.5754,0.8
MLP_s71_a0.05_lr0.0005,0.549,0.6522,0.4524,0.5754,0.88
MLP_s267_a0.001_lr0.001,0.549,0.6522,0.4921,0.5754,0.5
MLP_s267_a0.01_lr0.001,0.549,0.6522,0.4921,0.5754,0.5
MLP_s126_a0.001_lr0.001,0.549,0.6522,0.4921,0.5754,0.83
MLP_s107_a0.05_lr0.001,0.549,0.6522,0.4444,0.5754,0.59
MLP_s148_a0.001_lr0.0005,0.549,0.6522,0.4841,0.5754,0.57
K90|tomek|a0.01|s0,0.549,0.6522,0.4444,0.5754,0.55
K90|tomek|a0.001|s0,0.549,0.6522,0.4444,0.5754,0.55
MLP_s244_a0.05_lr0.0005,0.549,0.6522,0.5079,0.5754,0.54
MLP_s71_a0.001_lr0.0005,0.549,0.6522,0.4365,0.5754,0.71
MLP_s47_a0.01_lr0.001,0.549,0.6522,0.5,0.5754,0.52
MLP_s47_a0.05_lr0.001,0.549,0.6522,0.5079,0.5754,0.52
MLP_s229_a0.05_lr0.0005,0.549,0.6522,0.5,0.5754,0.7
K70|smote|a0.05|s99,0.549,0.6522,0.4762,0.5754,0.49
MLP_s89_a0.01_lr0.0005,0.549,0.6522,0.4603,0.5754,0.64
K70|smote|a0.001|s99,0.549,0.6522,0.4762,0.5754,0.49
MLP_s126_a0.05_lr0.0005,0.549,0.6522,0.4921,0.5754,0.8
K90|tomek|a0.05|s0,0.549,0.6522,0.4444,0.5754,0.55
MLP_s126_a0.05_lr0.001,0.549,0.6522,0.4762,0.5754,0.8
MLP_s71_a0.01_lr0.0005,0.549,0.6522,0.4365,0.5754,0.75
MLP_s126_a0.01_lr0.001,0.549,0.6522,0.4921,0.5754,0.81
SM_K80|smote|s99|a0.01,0.5437,0.5652,0.4762,0.5437,0.31
K80|smote|a0.001|s99,0.5437,0.5652,0.4603,0.5437,0.32
K80|adasyn|a0.05|s99,0.5437,0.5652,0.4286,0.5437,0.49
W5.0|K120|s99|a0.001,0.5437,0.5652,0.5397,0.5437,0.4
MLP_s259_a0.05_lr0.001,0.5437,0.5652,0.4127,0.5437,0.43
SM_K150|smote|s13|a0.05,0.5437,0.5652,0.4841,0.5437,0.22
MLP_s259_a0.01_lr0.001,0.5437,0.5652,0.4206,0.5437,0.43
MLP_s1_a0.05_lr0.0005,0.5437,0.5652,0.4841,0.5437,0.14
SM_K150|smote|s13|a0.01,0.5437,0.5652,0.4841,0.5437,0.22
W4.0|K120|s99|a0.001,0.5437,0.5652,0.5397,0.5437,0.4
W4.0|K120|s99|a0.01,0.5437,0.5652,0.5397,0.5437,0.4
SM_K150|smote|s13|a0.001,0.5437,0.5652,0.4841,0.5437,0.22
W4.0|K120|s99|a0.05,0.5437,0.5652,0.5397,0.5437,0.4
MLP_s14_a0.001_lr0.001,0.5437,0.5652,0.4841,0.5437,0.27
K120|adasyn|a0.01|s0,0.5437,0.5652,0.4683,0.5437,0.42
K80|adasyn|a0.001|s99,0.5437,0.5652,0.4286,0.5437,0.49
K120|tomek|a0.01|s42,0.5437,0.5652,0.4762,0.6429,0.35
K120|adasyn|a0.001|s0,0.5437,0.5652,0.4762,0.5437,0.45
MLP_s259_a0.05_lr0.0005,0.5437,0.5652,0.4286,0.5437,0.45
MLP_s1_a0.001_lr0.0005,0.5437,0.5652,0.4841,0.5437,0.13
K120|adasyn|a0.01|s42,0.5437,0.5652,0.4286,0.5437,0.49
W6.0|K120|s99|a0.001,0.5437,0.5652,0.5397,0.5437,0.4
W6.0|K120|s99|a0.01,0.5437,0.5652,0.5397,0.5437,0.4
W6.0|K120|s99|a0.05,0.5437,0.5652,0.5397,0.5437,0.4
W5.0|K120|s99|a0.01,0.5437,0.5652,0.5397,0.5437,0.4
W5.0|K120|s99|a0.05,0.5437,0.5652,0.5397,0.5437,0.4
K80|smote|a0.05|s99,0.5437,0.5652,0.4762,0.5437,0.33
SM_K80|smote|s99|a0.05,0.5437,0.5652,0.4762,0.5437,0.32
MLP_s236_a0.001_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.49
K120|adasyn|a0.05|s42,0.5437,0.5652,0.4444,0.5437,0.49
K70|enn|a0.05|s99,0.5437,0.5652,0.4841,0.5437,0.49
MLP_s236_a0.01_lr0.001,0.5437,0.5652,0.4365,0.5437,0.47
K120|adasyn|a0.001|s42,0.5437,0.5652,0.4365,0.5437,0.5
MLP_s236_a0.01_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.49
MLP_s204_a0.01_lr0.001,0.5437,0.5652,0.4603,0.5437,0.51
K80|adasyn|a0.01|s99,0.5437,0.5652,0.4444,0.5437,0.49
MLP_s131_a0.01_lr0.001,0.5437,0.5652,0.4603,0.5437,0.35
MLP_s131_a0.001_lr0.001,0.5437,0.5652,0.4683,0.5437,0.35
MLP_s236_a0.05_lr0.001,0.5437,0.5652,0.4365,0.5437,0.47
K60|tomek|a0.05|s0,0.5437,0.5652,0.4603,0.5437,0.52
W3.0|K120|s99|a0.05,0.5437,0.5652,0.5397,0.5437,0.4
K60|tomek|a0.01|s0,0.5437,0.5652,0.4603,0.5437,0.52
W3.0|K120|s99|a0.001,0.5437,0.5652,0.5397,0.5437,0.4
W3.0|K120|s99|a0.01,0.5437,0.5652,0.5397,0.5437,0.4
W2.0|K120|s99|a0.05,0.5437,0.5652,0.5397,0.5437,0.4
MLP_s222_a0.05_lr0.0005,0.5437,0.5652,0.4206,0.5437,0.41
MLP_s222_a0.001_lr0.0005,0.5437,0.5652,0.4286,0.5437,0.41
MLP_s131_a0.05_lr0.001,0.5437,0.5652,0.4603,0.5437,0.36
MLP_s236_a0.001_lr0.001,0.5437,0.5652,0.4365,0.5437,0.47
MLP_s123_a0.001_lr0.001,0.5437,0.5652,0.5079,0.5437,0.87
K90|tomek|a0.05|s42,0.5437,0.5652,0.4683,0.5437,0.23
K100|border|a0.05|s13,0.5437,0.5652,0.5238,0.5437,0.44
K90|tomek|a0.001|s42,0.5437,0.5652,0.4762,0.5437,0.21
K90|tomek|a0.01|s42,0.5437,0.5652,0.4921,0.5437,0.22
MLP_s20_a0.001_lr0.0005,0.5437,0.5652,0.4762,0.5437,0.41
MLP_s238_a0.001_lr0.001,0.5437,0.5652,0.5476,0.5437,0.47
MLP_s44_a0.01_lr0.001,0.5437,0.5652,0.4286,0.5437,0.47
MLP_s236_a0.05_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.49
MLP_s238_a0.01_lr0.001,0.5437,0.5652,0.5397,0.5437,0.48
MLP_s44_a0.001_lr0.001,0.5437,0.5652,0.4286,0.5437,0.47
K100|border|a0.01|s13,0.5437,0.5652,0.5238,0.5437,0.44
MLP_s20_a0.05_lr0.0005,0.5437,0.5652,0.4524,0.5437,0.42
K130|tomek|a0.05|s0,0.5437,0.5652,0.4286,0.5437,0.46
MLP_s20_a0.01_lr0.0005,0.5437,0.5652,0.4762,0.5437,0.42
K130|tomek|a0.001|s0,0.5437,0.5652,0.4286,0.5437,0.46
MLP_s196_a0.05_lr0.001,0.5437,0.5652,0.4365,0.5437,0.3
MLP_s108_a0.01_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.42
MLP_s108_a0.05_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.42
MLP_s164_a0.05_lr0.0005,0.5437,0.5652,0.4841,0.5437,0.37
K150|enn|a0.05|s42,0.5437,0.5652,0.5079,0.5437,0.86
K150|enn|a0.01|s42,0.5437,0.5652,0.5079,0.5437,0.86
K150|enn|a0.001|s42,0.5437,0.5652,0.5079,0.5437,0.86
MLP_s147_a0.01_lr0.001,0.5437,0.5652,0.4048,0.5437,0.49
K100|border|a0.001|s13,0.5437,0.5652,0.5238,0.5437,0.44
MLP_s147_a0.05_lr0.001,0.5437,0.5652,0.4127,0.5437,0.51
K130|tomek|a0.01|s0,0.5437,0.5652,0.4206,0.5437,0.46
MLP_s196_a0.01_lr0.001,0.5437,0.5652,0.4286,0.5437,0.28
MLP_s196_a0.001_lr0.001,0.5437,0.5652,0.4206,0.5437,0.29
W2.0|K120|s99|a0.001,0.5437,0.5652,0.5397,0.5437,0.4
W2.0|K120|s99|a0.01,0.5437,0.5652,0.5397,0.5437,0.4
MLP_s284_a0.001_lr0.0005,0.5437,0.5652,0.3968,0.5437,0.41
MLP_s108_a0.001_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.42
MLP_s284_a0.05_lr0.0005,0.5437,0.5652,0.4048,0.5437,0.38
MLP_s254_a0.001_lr0.0005,0.5437,0.5652,0.3968,0.5437,0.47
K200|border|a0.001|s42,0.5437,0.5652,0.4921,0.5437,0.36
K200|smote|a0.05|s99,0.5437,0.5652,0.4841,0.5437,0.45
MLP_s254_a0.001_lr0.001,0.5437,0.5652,0.381,0.5437,0.47
MLP_s254_a0.01_lr0.0005,0.5437,0.5652,0.4048,0.5437,0.48
MLP_s254_a0.05_lr0.0005,0.5437,0.5652,0.4048,0.5437,0.48
K200|smote|a0.01|s99,0.5437,0.5652,0.5159,0.5437,0.48
MLP_s212_a0.001_lr0.001,0.5437,0.5652,0.4921,0.5437,0.34
MLP_s212_a0.05_lr0.001,0.5437,0.5652,0.5,0.5437,0.31
MLP_s116_a0.05_lr0.0005,0.5437,0.5652,0.381,0.5437,0.51
K200|border|a0.05|s42,0.5437,0.5652,0.4921,0.5437,0.35
MLP_s119_a0.01_lr0.001,0.5437,0.5652,0.4921,0.5437,0.51
MLP_s119_a0.001_lr0.001,0.5437,0.5652,0.4762,0.5437,0.51
MLP_s150_a0.05_lr0.0005,0.5437,0.5652,0.4365,0.5437,0.52
MLP_s150_a0.01_lr0.0005,0.5437,0.5652,0.4365,0.5437,0.52
MLP_s150_a0.001_lr0.0005,0.5437,0.5652,0.4365,0.5437,0.52
MLP_s1_a0.01_lr0.0005,0.5437,0.5652,0.4683,0.5437,0.13
MLP_s118_a0.01_lr0.001,0.5217,0.5217,0.4762,0.5476,0.22
MLP_s118_a0.05_lr0.0005,0.5217,0.5217,0.4921,0.5476,0.24
MLP_s118_a0.05_lr0.001,0.5217,0.5217,0.4762,0.5476,0.22
MLP_s118_a0.001_lr0.001,0.5217,0.5217,0.4841,0.5476,0.22
MLP_s176_a0.001_lr0.001,0.5217,0.5217,0.4841,0.5476,0.37
MLP_s277_a0.001_lr0.001,0.5217,0.5217,0.4683,0.5476,0.12
MLP_s31_a0.01_lr0.0005,0.5217,0.5217,0.4524,0.5476,0.12
MLP_s31_a0.05_lr0.0005,0.5217,0.5217,0.4603,0.5476,0.12
K200|smote|a0.01|s42,0.5217,0.5217,0.4921,0.5476,0.11
K150|tomek|a0.01|s13,0.5217,0.5217,0.4603,0.5476,0.17
K150|tomek|a0.05|s13,0.5217,0.5217,0.4206,0.5476,0.24
MLP_s277_a0.01_lr0.001,0.5217,0.5217,0.4762,0.5476,0.17
MLP_s277_a0.05_lr0.0005,0.5217,0.5217,0.4762,0.5476,0.18
MLP_s280_a0.05_lr0.001,0.5217,0.5217,0.4286,0.5476,0.28
K200|smote|a0.001|s42,0.5217,0.5217,0.5,0.5476,0.12
K150|adasyn|a0.001|s99,0.5217,0.5217,0.4444,0.5476,0.36
SM_K100|enn|s76|a0.001,0.5217,0.5217,0.4286,0.5476,0.49
SM_K100|enn|s76|a0.01,0.5217,0.5217,0.4286,0.5476,0.51
SM_K100|enn|s76|a0.05,0.5217,0.5217,0.4365,0.5476,0.49
K150|adasyn|a0.01|s99,0.5217,0.5217,0.4683,0.5476,0.36
K150|tomek|a0.001|s13,0.5217,0.5217,0.4683,0.5476,0.17
K150|border|a0.05|s13,0.5217,0.5217,0.4286,0.5476,0.3
MLP_s127_a0.001_lr0.0005,0.5217,0.5217,0.4762,0.5476,0.43
MLP_s127_a0.01_lr0.0005,0.5217,0.5217,0.4762,0.5476,0.43
MLP_s10_a0.01_lr0.001,0.5217,0.5217,0.3968,0.5476,0.11
K150|border|a0.001|s13,0.5217,0.5217,0.4286,0.5476,0.3
K150|border|a0.01|s13,0.5217,0.5217,0.4286,0.5476,0.3
MLP_s35_a0.001_lr0.0005,0.5217,0.5217,0.4286,0.5476,0.36
MLP_s35_a0.01_lr0.0005,0.5217,0.5217,0.4286,0.5476,0.34
MLP_s35_a0.01_lr0.001,0.5217,0.5217,0.4444,0.5476,0.22
MLP_s35_a0.05_lr0.0005,0.5217,0.5217,0.4206,0.5476,0.34
MLP_s35_a0.05_lr0.001,0.5217,0.5217,0.4365,0.5476,0.24
MLP_s158_a0.05_lr0.001,0.5217,0.5217,0.4841,0.5476,0.42
K60|smote|a0.001|s0,0.5217,0.5217,0.4365,0.5476,0.42
K60|adasyn|a0.001|s76,0.5217,0.5217,0.4603,0.5476,0.41
MLP_s158_a0.001_lr0.001,0.5217,0.5217,0.4841,0.5476,0.42
MLP_s158_a0.01_lr0.001,0.5217,0.5217,0.4762,0.5476,0.42
W2.0|K100|s42|a0.05,0.5217,0.5217,0.4603,0.5476,0.12
K60|smote|a0.05|s0,0.5217,0.5217,0.4365,0.5476,0.41
K60|border|a0.001|s0,0.5217,0.5217,0.4365,0.5476,0.42
K60|border|a0.05|s0,0.5217,0.5217,0.4365,0.5476,0.41
W3.0|K100|s42|a0.05,0.5217,0.5217,0.4603,0.5476,0.12
W4.0|K100|s42|a0.05,0.5217,0.5217,0.4603,0.5476,0.12
MLP_s10_a0.05_lr0.001,0.5217,0.5217,0.3889,0.5476,0.12
W5.0|K100|s42|a0.05,0.5217,0.5217,0.4603,0.5476,0.12
K80|smote|a0.01|s99,0.5217,0.5217,0.4683,0.5476,0.12
K70|tomek|a0.05|s42,0.5217,0.5217,0.4524,0.5476,0.39
MLP_s156_a0.05_lr0.001,0.5217,0.5217,0.5,0.5476,0.23
MLP_s204_a0.001_lr0.0005,0.5217,0.5217,0.4762,0.5476,0.2
MLP_s204_a0.01_lr0.0005,0.5217,0.5217,0.4206,0.5476,0.4
MLP_s204_a0.05_lr0.0005,0.5217,0.5217,0.4206,0.5476,0.4
MLP_s136_a0.001_lr0.0005,0.5217,0.5217,0.4206,0.5476,0.31
K80|enn|a0.001|s0,0.5217,0.5217,0.5635,0.5476,0.89
K80|border|a0.05|s0,0.5217,0.5217,0.4524,0.5476,0.28
W6.0|K100|s42|a0.05,0.5217,0.5217,0.4603,0.5476,0.12
MLP_s136_a0.01_lr0.0005,0.5217,0.5217,0.4206,0.5476,0.31
SM_K150|smote|s76|a0.001,0.5217,0.5217,0.4683,0.5476,0.15
MLP_s261_a0.001_lr0.001,0.5217,0.5217,0.4127,0.5476,0.23
SM_K150|enn|s42|a0.05,0.5217,0.5217,0.4683,0.5476,0.74
SM_K150|enn|s42|a0.01,0.5217,0.5217,0.4683,0.5476,0.75
SM_K150|enn|s42|a0.001,0.5217,0.5217,0.4683,0.5476,0.74
MLP_s75_a0.01_lr0.0005,0.5208,0.5652,0.3651,0.5238,0.47
MLP_s64_a0.001_lr0.001,0.5208,0.5652,0.5079,0.5238,0.46
MLP_s224_a0.01_lr0.0005,0.5208,0.5652,0.4048,0.5238,0.52
MLP_s224_a0.01_lr0.001,0.5208,0.5652,0.4762,0.5238,0.52
MLP_s75_a0.001_lr0.001,0.5208,0.5652,0.381,0.5238,0.47
MLP_s75_a0.001_lr0.0005,0.5208,0.5652,0.3492,0.5238,0.47
SM_K120|border|s42|a0.05,0.5208,0.5652,0.3968,0.5238,0.46
MLP_s75_a0.05_lr0.001,0.5208,0.5652,0.3571,0.5238,0.47
MLP_s75_a0.05_lr0.0005,0.5208,0.5652,0.3571,0.5238,0.47
MLP_s75_a0.01_lr0.001,0.5208,0.5652,0.373,0.5238,0.47
MLP_s55_a0.01_lr0.0005,0.5208,0.5652,0.4841,0.5238,0.52
MLP_s224_a0.001_lr0.0005,0.5208,0.5652,0.4048,0.5238,0.52
MLP_s170_a0.01_lr0.0005,0.5208,0.5652,0.5556,0.5238,0.48
MLP_s170_a0.001_lr0.0005,0.5208,0.5652,0.5476,0.5238,0.48
MLP_s224_a0.05_lr0.001,0.5208,0.5652,0.4841,0.5238,0.52
MLP_s224_a0.05_lr0.0005,0.5208,0.5652,0.4048,0.5238,0.52
K90|border|a0.001|s0,0.5208,0.5652,0.4048,0.5238,0.52
MLP_s55_a0.05_lr0.0005,0.5208,0.5652,0.4921,0.5238,0.52
K80|enn|a0.01|s42,0.5208,0.5652,0.4841,0.5238,0.79
K80|enn|a0.05|s42,0.5208,0.5652,0.4921,0.5238,0.78
K90|border|a0.01|s0,0.5208,0.5652,0.4048,0.5238,0.52
K90|border|a0.05|s0,0.5208,0.5652,0.4048,0.5238,0.52
MLP_s224_a0.001_lr0.001,0.5208,0.5652,0.4762,0.5238,0.52
MLP_s264_a0.05_lr0.001,0.5208,0.5652,0.4683,0.5238,0.47
MLP_s264_a0.01_lr0.001,0.5208,0.5652,0.4683,0.5238,0.49
MLP_s264_a0.001_lr0.001,0.5208,0.5652,0.4603,0.5238,0.39
MLP_s235_a0.05_lr0.001,0.5208,0.5652,0.4841,0.5238,0.51
MLP_s235_a0.01_lr0.001,0.5208,0.5652,0.4921,0.5238,0.5
MLP_s264_a0.001_lr0.0005,0.5208,0.5652,0.4841,0.5238,0.38
K80|border|a0.01|s0,0.5208,0.5652,0.4444,0.5238,0.53
MLP_s55_a0.001_lr0.0005,0.5208,0.5652,0.4841,0.5238,0.52
MLP_s173_a0.001_lr0.001,0.5208,0.5652,0.4603,0.5238,0.42
K80|enn|a0.001|s42,0.5208,0.5652,0.4841,0.5238,0.79
K90|adasyn|a0.01|s99,0.5208,0.5652,0.4444,0.5238,0.45
SM_K80|enn|s42|a0.01,0.5208,0.5652,0.4048,0.5238,0.64
SM_K80|enn|s42|a0.001,0.5208,0.5652,0.4048,0.5238,0.65
SM_K80|enn|s76|a0.001,0.5208,0.5652,0.3571,0.5238,0.66
SM_K80|enn|s42|a0.05,0.5208,0.5652,0.4048,0.5238,0.65
MLP_s235_a0.001_lr0.001,0.5208,0.5652,0.4841,0.5238,0.51
MLP_s132_a0.001_lr0.0005,0.5208,0.5652,0.381,0.5238,0.4
MLP_s45_a0.05_lr0.0005,0.5208,0.5652,0.4762,0.5238,0.42
SM_K100|smote|s13|a0.05,0.5208,0.5652,0.381,0.5238,0.46
SM_K80|enn|s76|a0.01,0.5208,0.5652,0.3571,0.5238,0.66
MLP_s132_a0.01_lr0.0005,0.5208,0.5652,0.4048,0.5238,0.42
K80|border|a0.001|s0,0.5208,0.5652,0.4444,0.5238,0.53
MLP_s163_a0.001_lr0.0005,0.5208,0.5652,0.4286,0.5238,0.53
MLP_s163_a0.05_lr0.0005,0.5208,0.5652,0.4365,0.5238,0.54
MLP_s27_a0.05_lr0.001,0.5208,0.5652,0.4048,0.5238,0.5
MLP_s167_a0.01_lr0.001,0.5208,0.5652,0.4921,0.5238,0.68
K70|adasyn|a0.001|s99,0.5208,0.5652,0.5079,0.5238,0.44
K70|adasyn|a0.05|s99,0.5208,0.5652,0.5079,0.5238,0.44
K70|enn|a0.001|s99,0.5208,0.5652,0.4841,0.5238,0.5
K70|enn|a0.01|s99,0.5208,0.5652,0.4841,0.5238,0.5
MLP_s179_a0.05_lr0.001,0.5208,0.5652,0.4603,0.5238,0.54
MLP_s150_a0.001_lr0.001,0.5208,0.5652,0.4841,0.5238,0.67
MLP_s150_a0.01_lr0.001,0.5208,0.5652,0.4762,0.5238,0.68
MLP_s212_a0.01_lr0.001,0.5208,0.5652,0.4841,0.5238,0.47
MLP_s73_a0.05_lr0.0005,0.5208,0.5652,0.3492,0.5238,0.51
MLP_s150_a0.05_lr0.001,0.5208,0.5652,0.4762,0.5238,0.67
SM_K120|border|s42|a0.01,0.5208,0.5652,0.4048,0.5238,0.46
MLP_s27_a0.001_lr0.001,0.5208,0.5652,0.4206,0.5238,0.52
MLP_s27_a0.01_lr0.001,0.5208,0.5652,0.4206,0.5238,0.5
MLP_s27_a0.001_lr0.0005,0.5208,0.5652,0.4048,0.5238,0.54
MLP_s82_a0.01_lr0.001,0.5208,0.5652,0.3889,0.5238,0.47
MLP_s82_a0.001_lr0.001,0.5208,0.5652,0.3889,0.5238,0.47
MLP_s283_a0.05_lr0.001,0.5208,0.5652,0.4286,0.5238,0.47
MLP_s283_a0.001_lr0.001,0.5208,0.5652,0.4206,0.5238,0.48
MLP_s283_a0.01_lr0.001,0.5208,0.5652,0.4206,0.5238,0.47
MLP_s41_a0.01_lr0.001,0.5208,0.5652,0.4444,0.5238,0.47
MLP_s41_a0.05_lr0.001,0.5208,0.5652,0.4286,0.5238,0.47
MLP_s244_a0.01_lr0.001,0.5208,0.5652,0.4762,0.5238,0.53
MLP_s244_a0.05_lr0.001,0.5208,0.5652,0.4841,0.5238,0.53
MLP_s126_a0.001_lr0.0005,0.5208,0.5652,0.5,0.5238,0.39
K150|smote|a0.01|s99,0.5208,0.5652,0.4683,0.5238,0.38
SM_K100|enn|s0|a0.001,0.5208,0.5652,0.4048,0.5238,0.62
MLP_s104_a0.05_lr0.001,0.5208,0.5652,0.4127,0.5238,0.51
MLP_s33_a0.01_lr0.001,0.5208,0.5652,0.4365,0.5238,0.52
MLP_s33_a0.05_lr0.001,0.5208,0.5652,0.4365,0.5238,0.52
MLP_s33_a0.001_lr0.001,0.5208,0.5652,0.4286,0.5238,0.52
SM_K100|enn|s0|a0.05,0.5208,0.5652,0.3889,0.5238,0.61
SM_K100|enn|s0|a0.01,0.5208,0.5652,0.4048,0.5238,0.62
MLP_s173_a0.01_lr0.001,0.5208,0.5652,0.4841,0.5238,0.42
SM_K80|enn|s99|a0.05,0.5208,0.5652,0.4048,0.5238,0.74
SM_K100|smote|s13|a0.001,0.5208,0.5652,0.381,0.5238,0.46
SM_K100|smote|s13|a0.01,0.5208,0.5652,0.381,0.5238,0.46
K110|tomek|a0.01|s42,0.5208,0.5652,0.3968,0.5238,0.49
MLP_s62_a0.05_lr0.0005,0.5208,0.5652,0.4444,0.5238,0.36
MLP_s186_a0.05_lr0.0005,0.5208,0.5652,0.5079,0.5238,0.47
MLP_s186_a0.01_lr0.0005,0.5208,0.5652,0.5079,0.5238,0.47
MLP_s180_a0.01_lr0.001,0.5208,0.5652,0.4524,0.5238,0.53
MLP_s186_a0.001_lr0.0005,0.5208,0.5652,0.5079,0.5238,0.47
K60|adasyn|a0.001|s0,0.5208,0.5652,0.4444,0.5238,0.66
MLP_s299_a0.05_lr0.0005,0.5208,0.5652,0.4127,0.5238,0.49
MLP_s299_a0.001_lr0.0005,0.5208,0.5652,0.4127,0.5238,0.5
MLP_s179_a0.01_lr0.001,0.5208,0.5652,0.4603,0.5238,0.54
SM_K80|enn|s99|a0.01,0.5208,0.5652,0.4127,0.5238,0.74
SM_K80|enn|s99|a0.001,0.5208,0.5652,0.4127,0.5238,0.74
SM_K80|enn|s76|a0.05,0.5208,0.5652,0.3571,0.5238,0.65
MLP_s145_a0.01_lr0.0005,0.5208,0.5652,0.4524,0.5238,0.53
K150|smote|a0.001|s99,0.5208,0.5652,0.4683,0.5238,0.38
MLP_s147_a0.001_lr0.001,0.5208,0.5652,0.4048,0.5238,0.5
MLP_s145_a0.001_lr0.0005,0.5208,0.5652,0.4524,0.5238,0.53
