Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
MLP_s279_a0.05_lr0.0005,0.6087,0.6087,0.5159,0.6389,0.33
MLP_s279_a0.01_lr0.0005,0.6087,0.6087,0.5079,0.6389,0.34
MLP_s279_a0.001_lr0.0005,0.6087,0.6087,0.5159,0.6389,0.33
MLP_s250_a0.01_lr0.001,0.6087,0.6087,0.5556,0.6389,0.3
MLP_s250_a0.01_lr0.0005,0.6087,0.6087,0.5476,0.6389,0.29
MLP_s250_a0.001_lr0.001,0.6087,0.6087,0.5476,0.6389,0.29
MLP_s250_a0.001_lr0.0005,0.6087,0.6087,0.5556,0.6389,0.29
MLP_s12_a0.001_lr0.001,0.6087,0.6087,0.5317,0.6389,0.1
MLP_s161_a0.01_lr0.001,0.6087,0.6087,0.5714,0.6389,0.16
K200|adasyn|a0.001|s99,0.6087,0.6087,0.5079,0.6389,0.45
MLP_s162_a0.05_lr0.001,0.6087,0.6087,0.5873,0.6389,0.41
MLP_s31_a0.001_lr0.0005,0.6087,0.6087,0.619,0.6389,0.42
K150|enn|a0.05|s13,0.6087,0.6087,0.5317,0.6389,0.58
K150|enn|a0.01|s13,0.6087,0.6087,0.5397,0.6389,0.58
K150|enn|a0.001|s13,0.6087,0.6087,0.5397,0.6389,0.58
K200|adasyn|a0.05|s99,0.6087,0.6087,0.5079,0.6389,0.45
K200|adasyn|a0.01|s99,0.6087,0.6087,0.5079,0.6389,0.45
MLP_s250_a0.05_lr0.001,0.6087,0.6087,0.5476,0.6389,0.29
MLP_s250_a0.05_lr0.0005,0.6087,0.6087,0.5476,0.6389,0.29
MLP_s177_a0.01_lr0.0005,0.6087,0.6087,0.5238,0.6389,0.19
MLP_s177_a0.001_lr0.0005,0.6087,0.6087,0.5238,0.6389,0.19
MLP_s276_a0.05_lr0.0005,0.6087,0.6087,0.5635,0.6389,0.23
Stack_8base,0.6087,0.6087,0.5159,0.6389,0.26
MLP_s276_a0.001_lr0.001,0.6087,0.6087,0.5714,0.6389,0.15
K60|tomek|a0.01|s99,0.6087,0.6087,0.5397,0.6389,0.28
MLP_s268_a0.05_lr0.0005,0.6087,0.6087,0.5794,0.6389,0.28
MLP_s268_a0.01_lr0.0005,0.6087,0.6087,0.5714,0.6389,0.28
MLP_s268_a0.001_lr0.001,0.6087,0.6087,0.5873,0.6389,0.29
MLP_s268_a0.001_lr0.0005,0.6087,0.6087,0.5794,0.6389,0.28
K60|adasyn|a0.01|s76,0.6057,0.6087,0.4762,0.619,0.34
K60|border|a0.01|s42,0.6057,0.6087,0.5238,0.619,0.49
K60|border|a0.001|s42,0.6057,0.6087,0.5159,0.619,0.49
K70|tomek|a0.01|s13,0.6057,0.6087,0.5873,0.6587,0.35
Stack_7base,0.6057,0.6087,0.5397,0.619,0.36
SM_K120|border|s99|a0.01,0.6057,0.6087,0.5397,0.619,0.1
MLP_s172_a0.001_lr0.0005,0.6057,0.6087,0.5,0.619,0.41
MLP_s172_a0.001_lr0.001,0.6057,0.6087,0.4921,0.619,0.39
MLP_s172_a0.01_lr0.0005,0.6057,0.6087,0.5,0.619,0.41
MLP_s172_a0.01_lr0.001,0.6057,0.6087,0.5,0.619,0.39
MLP_s172_a0.05_lr0.0005,0.6057,0.6087,0.5,0.619,0.41
MLP_s172_a0.05_lr0.001,0.6057,0.6087,0.4921,0.619,0.39
MLP_s183_a0.01_lr0.001,0.6057,0.6087,0.5,0.619,0.55
Stack_5base,0.6057,0.6087,0.5556,0.6587,0.28
MLP_s97_a0.01_lr0.0005,0.6057,0.6087,0.5238,0.619,0.51
MLP_s97_a0.05_lr0.0005,0.6057,0.6087,0.5238,0.619,0.51
MLP_s177_a0.01_lr0.001,0.6057,0.6087,0.5159,0.619,0.24
MLP_s166_a0.01_lr0.001,0.6057,0.6087,0.5317,0.619,0.43
MLP_s166_a0.05_lr0.0005,0.6057,0.6087,0.5159,0.619,0.42
MLP_s193_a0.01_lr0.001,0.6057,0.6087,0.4921,0.619,0.44
MLP_s134_a0.01_lr0.0005,0.6057,0.6087,0.5714,0.619,0.52
MLP_s134_a0.001_lr0.0005,0.6057,0.6087,0.5794,0.619,0.52
K90|smote|a0.01|s42,0.6057,0.6087,0.5238,0.619,0.46
K80|enn|a0.01|s76,0.6057,0.6087,0.6032,0.6587,0.84
K80|enn|a0.001|s76,0.6057,0.6087,0.5952,0.6587,0.84
MLP_s227_a0.05_lr0.0005,0.6057,0.6087,0.5159,0.619,0.27
MLP_s227_a0.01_lr0.0005,0.6057,0.6087,0.5238,0.619,0.27
MLP_s93_a0.01_lr0.001,0.6057,0.6087,0.5476,0.619,0.21
MLP_s110_a0.001_lr0.0005,0.6057,0.6087,0.5794,0.619,0.39
MLP_s110_a0.001_lr0.001,0.6057,0.6087,0.5397,0.619,0.37
MLP_s110_a0.01_lr0.001,0.6057,0.6087,0.5397,0.619,0.37
MLP_s110_a0.01_lr0.0005,0.6057,0.6087,0.5714,0.619,0.39
MLP_s110_a0.05_lr0.0005,0.6057,0.6087,0.5794,0.619,0.38
MLP_s110_a0.05_lr0.001,0.6057,0.6087,0.5397,0.619,0.37
MLP_s187_a0.001_lr0.001,0.6057,0.6087,0.4683,0.619,0.38
MLP_s187_a0.05_lr0.0005,0.6057,0.6087,0.4841,0.619,0.37
MLP_s281_a0.001_lr0.001,0.6057,0.6087,0.5317,0.619,0.13
MLP_s278_a0.01_lr0.001,0.6057,0.6087,0.4524,0.619,0.28
SM_K80|smote|s42|a0.01,0.6057,0.6087,0.5476,0.619,0.17
MLP_s227_a0.001_lr0.0005,0.6057,0.6087,0.5159,0.619,0.26
K60|smote|a0.01|s42,0.6057,0.6087,0.5238,0.619,0.49
MLP_s189_a0.001_lr0.0005,0.6057,0.6087,0.5238,0.619,0.29
MLP_s166_a0.001_lr0.001,0.6057,0.6087,0.5397,0.619,0.42
SM_K80|smote|s42|a0.001,0.6057,0.6087,0.5476,0.619,0.17
MLP_s166_a0.01_lr0.0005,0.6057,0.6087,0.5238,0.619,0.42
SM_K80|smote|s42|a0.05,0.6057,0.6087,0.5476,0.619,0.16
MLP_s80_a0.01_lr0.001,0.6057,0.6087,0.5476,0.619,0.13
K100|smote|a0.01|s0,0.6057,0.6087,0.5873,0.6587,0.35
MLP_s245_a0.01_lr0.001,0.6057,0.6087,0.5079,0.619,0.5
MLP_s210_a0.05_lr0.001,0.6057,0.6087,0.4683,0.619,0.41
MLP_s291_a0.05_lr0.0005,0.6057,0.6087,0.5238,0.619,0.35
MLP_s295_a0.001_lr0.001,0.6057,0.6087,0.4841,0.619,0.41
MLP_s127_a0.05_lr0.0005,0.6057,0.6087,0.4841,0.619,0.38
K100|smote|a0.05|s76,0.6057,0.6087,0.4683,0.619,0.37
MLP_s72_a0.01_lr0.0005,0.6057,0.6087,0.5238,0.619,0.25
MLP_s70_a0.01_lr0.0005,0.6057,0.6087,0.5556,0.619,0.42
SM_K150|smote|s99|a0.05,0.6057,0.6087,0.5159,0.619,0.24
K60|adasyn|a0.05|s76,0.6057,0.6087,0.4683,0.619,0.33
SM_K150|smote|s99|a0.001,0.6057,0.6087,0.5159,0.619,0.24
SM_K150|smote|s99|a0.01,0.6057,0.6087,0.5159,0.619,0.24
MLP_s216_a0.01_lr0.001,0.6057,0.6087,0.5159,0.619,0.38
MLP_s72_a0.001_lr0.0005,0.6057,0.6087,0.5159,0.619,0.25
K100|tomek|a0.01|s0,0.6057,0.6087,0.5873,0.6587,0.35
MLP_s72_a0.05_lr0.0005,0.6057,0.6087,0.5238,0.619,0.25
K100|tomek|a0.001|s76,0.6057,0.6087,0.4603,0.619,0.37
K100|tomek|a0.001|s0,0.6057,0.6087,0.5794,0.6587,0.34
K100|tomek|a0.05|s76,0.6057,0.6087,0.4683,0.619,0.37
MLP_s210_a0.05_lr0.0005,0.6057,0.6087,0.4921,0.619,0.41
MLP_s210_a0.01_lr0.001,0.6057,0.6087,0.4683,0.619,0.4
MLP_s295_a0.05_lr0.001,0.6057,0.6087,0.4921,0.619,0.41
MLP_s203_a0.01_lr0.001,0.6057,0.6087,0.5556,0.619,0.15
MLP_s203_a0.05_lr0.001,0.6057,0.6087,0.5794,0.619,0.16
MLP_s203_a0.01_lr0.0005,0.6057,0.6087,0.5873,0.619,0.17
MLP_s203_a0.001_lr0.0005,0.6057,0.6087,0.5952,0.619,0.18
MLP_s174_a0.01_lr0.001,0.6057,0.6087,0.6032,0.6587,0.37
MLP_s203_a0.05_lr0.0005,0.6057,0.6087,0.6032,0.619,0.19
MLP_s174_a0.001_lr0.001,0.6057,0.6087,0.6111,0.6587,0.37
MLP_s245_a0.001_lr0.001,0.6057,0.6087,0.5079,0.619,0.5
MLP_s205_a0.01_lr0.001,0.6057,0.6087,0.5238,0.619,0.26
MLP_s205_a0.001_lr0.001,0.6057,0.6087,0.5238,0.619,0.26
MLP_s210_a0.001_lr0.0005,0.6057,0.6087,0.4841,0.619,0.41
MLP_s83_a0.001_lr0.0005,0.6057,0.6087,0.6032,0.619,0.38
K90|tomek|a0.05|s13,0.6057,0.6087,0.4841,0.6587,0.39
K130|border|a0.001|s99,0.6057,0.6087,0.5714,0.619,0.4
MLP_s52_a0.01_lr0.001,0.6057,0.6087,0.6032,0.619,0.32
K130|border|a0.05|s99,0.6057,0.6087,0.5714,0.619,0.4
MLP_s34_a0.05_lr0.001,0.6057,0.6087,0.4762,0.619,0.25
MLP_s52_a0.05_lr0.0005,0.6057,0.6087,0.6032,0.619,0.39
K100|smote|a0.001|s76,0.6057,0.6087,0.4603,0.619,0.37
K100|smote|a0.001|s0,0.6057,0.6087,0.5794,0.6587,0.34
MLP_s136_a0.01_lr0.001,0.6057,0.6087,0.5,0.6587,0.31
MLP_s136_a0.05_lr0.001,0.6057,0.6087,0.4762,0.6587,0.28
MLP_s83_a0.01_lr0.0005,0.6057,0.6087,0.6032,0.619,0.38
K90|tomek|a0.001|s13,0.6057,0.6087,0.4841,0.6587,0.39
MLP_s34_a0.01_lr0.001,0.6057,0.6087,0.4762,0.619,0.27
MLP_s34_a0.001_lr0.001,0.6057,0.6087,0.4841,0.619,0.25
MLP_s160_a0.001_lr0.0005,0.6057,0.6087,0.5397,0.619,0.33
MLP_s189_a0.05_lr0.0005,0.6057,0.6087,0.5,0.619,0.27
K130|border|a0.01|s99,0.6057,0.6087,0.5714,0.619,0.4
K60|smote|a0.001|s42,0.6057,0.6087,0.5159,0.619,0.49
MLP_s210_a0.01_lr0.0005,0.6057,0.6087,0.4921,0.619,0.41
MLP_s80_a0.05_lr0.0005,0.6057,0.6087,0.5714,0.619,0.2
MLP_s80_a0.01_lr0.0005,0.6057,0.6087,0.5714,0.619,0.21
MLP_s295_a0.01_lr0.001,0.6057,0.6087,0.4921,0.619,0.41
MLP_s210_a0.001_lr0.001,0.6057,0.6087,0.4683,0.619,0.4
MLP_s80_a0.001_lr0.0005,0.6057,0.6087,0.5635,0.619,0.21
MLP_s216_a0.05_lr0.001,0.6057,0.6087,0.5159,0.619,0.38
K150|tomek|a0.05|s0,0.5965,0.6087,0.5159,0.5992,0.44
MLP_s93_a0.001_lr0.001,0.5965,0.6087,0.5397,0.5992,0.29
MLP_s226_a0.001_lr0.001,0.5965,0.6087,0.5238,0.5992,0.27
MLP_s226_a0.01_lr0.001,0.5965,0.6087,0.5317,0.5992,0.28
SM_K80|border|s13|a0.001,0.5965,0.6087,0.5317,0.5992,0.36
MLP_s248_a0.001_lr0.001,0.5965,0.6087,0.5317,0.5992,0.5
MLP_s194_a0.01_lr0.001,0.5965,0.6087,0.5556,0.5992,0.35
MLP_s194_a0.001_lr0.001,0.5965,0.6087,0.5476,0.5992,0.34
MLP_s195_a0.001_lr0.001,0.5965,0.6087,0.5635,0.5992,0.38
K150|tomek|a0.01|s76,0.5965,0.6087,0.5317,0.5992,0.45
K150|tomek|a0.01|s0,0.5965,0.6087,0.5159,0.5992,0.45
K150|tomek|a0.05|s76,0.5965,0.6087,0.5238,0.5992,0.45
SM_K100|enn|s42|a0.01,0.5965,0.6087,0.4841,0.5992,0.43
MLP_s24_a0.001_lr0.0005,0.5965,0.6087,0.5079,0.5992,0.47
K150|tomek|a0.001|s0,0.5965,0.6087,0.5159,0.5992,0.44
MLP_s12_a0.01_lr0.001,0.5965,0.6087,0.5476,0.5992,0.37
SM_K80|border|s13|a0.01,0.5965,0.6087,0.5317,0.5992,0.37
MLP_s248_a0.01_lr0.001,0.5965,0.6087,0.5397,0.5992,0.5
MLP_s109_a0.001_lr0.0005,0.5965,0.6087,0.4921,0.5992,0.39
K150|adasyn|a0.01|s42,0.5965,0.6087,0.4841,0.5992,0.45
MLP_s195_a0.001_lr0.0005,0.5965,0.6087,0.5556,0.5992,0.36
MLP_s194_a0.05_lr0.001,0.5965,0.6087,0.5476,0.5992,0.35
K200|border|a0.05|s76,0.5965,0.6087,0.5238,0.5992,0.45
MLP_s24_a0.05_lr0.001,0.5965,0.6087,0.5714,0.5992,0.51
MLP_s24_a0.001_lr0.001,0.5965,0.6087,0.5714,0.5992,0.51
MLP_s271_a0.01_lr0.001,0.5965,0.6087,0.4921,0.5992,0.51
MLP_s187_a0.05_lr0.001,0.5965,0.6087,0.4683,0.5992,0.41
MLP_s109_a0.05_lr0.0005,0.5965,0.6087,0.5,0.5992,0.38
K70|adasyn|a0.05|s42,0.5965,0.6087,0.5159,0.5992,0.48
MLP_s174_a0.001_lr0.0005,0.5965,0.6087,0.6111,0.5992,0.43
MLP_s275_a0.001_lr0.001,0.5965,0.6087,0.5397,0.5992,0.37
MLP_s17_a0.01_lr0.0005,0.5965,0.6087,0.4762,0.5992,0.31
MLP_s17_a0.001_lr0.0005,0.5965,0.6087,0.4921,0.5992,0.3
MLP_s97_a0.001_lr0.0005,0.5965,0.6087,0.5238,0.5992,0.52
MLP_s93_a0.001_lr0.0005,0.5965,0.6087,0.5159,0.5992,0.44
K80|adasyn|a0.01|s76,0.5965,0.6087,0.4762,0.5992,0.34
MLP_s94_a0.05_lr0.0005,0.5965,0.6087,0.5873,0.5992,0.48
MLP_s94_a0.01_lr0.0005,0.5965,0.6087,0.5794,0.5992,0.48
MLP_s3_a0.01_lr0.001,0.5965,0.6087,0.4603,0.5992,0.35
MLP_s265_a0.001_lr0.001,0.5965,0.6087,0.5159,0.5992,0.34
MLP_s267_a0.001_lr0.0005,0.5965,0.6087,0.5159,0.5992,0.47
MLP_s17_a0.05_lr0.0005,0.5965,0.6087,0.4762,0.5992,0.3
K70|adasyn|a0.001|s42,0.5965,0.6087,0.5079,0.5992,0.48
K70|adasyn|a0.01|s42,0.5965,0.6087,0.5159,0.5992,0.48
MLP_s93_a0.05_lr0.0005,0.5965,0.6087,0.5317,0.5992,0.43
MLP_s93_a0.05_lr0.001,0.5965,0.6087,0.5397,0.5992,0.3
MLP_s94_a0.001_lr0.0005,0.5965,0.6087,0.5873,0.5992,0.48
K150|tomek|a0.001|s76,0.5965,0.6087,0.5317,0.5992,0.45
MLP_s271_a0.001_lr0.001,0.5965,0.6087,0.4921,0.5992,0.51
K80|adasyn|a0.001|s13,0.5965,0.6087,0.5714,0.5992,0.31
K80|adasyn|a0.001|s76,0.5965,0.6087,0.5,0.5992,0.34
MLP_s93_a0.01_lr0.0005,0.5965,0.6087,0.5159,0.5992,0.43
MLP_s226_a0.05_lr0.001,0.5965,0.6087,0.5238,0.5992,0.29
K200|border|a0.05|s13,0.5965,0.6087,0.5159,0.5992,0.41
MLP_s83_a0.05_lr0.0005,0.5965,0.6087,0.5556,0.5992,0.46
MLP_s195_a0.01_lr0.001,0.5965,0.6087,0.5556,0.5992,0.37
MLP_s46_a0.01_lr0.001,0.5965,0.6087,0.5635,0.5992,0.4
MLP_s199_a0.01_lr0.0005,0.5965,0.6087,0.4603,0.5992,0.34
MLP_s199_a0.01_lr0.001,0.5965,0.6087,0.4762,0.5992,0.34
MLP_s199_a0.05_lr0.0005,0.5965,0.6087,0.4524,0.5992,0.33
MLP_s152_a0.001_lr0.0005,0.5965,0.6087,0.5635,0.5992,0.5
MLP_s152_a0.05_lr0.0005,0.5965,0.6087,0.5714,0.5992,0.5
MLP_s152_a0.01_lr0.0005,0.5965,0.6087,0.5635,0.5992,0.5
MLP_s57_a0.01_lr0.0005,0.5965,0.6087,0.5,0.5992,0.47
MLP_s57_a0.001_lr0.0005,0.5965,0.6087,0.5079,0.5992,0.46
MLP_s57_a0.05_lr0.0005,0.5965,0.6087,0.5,0.5992,0.47
MLP_s243_a0.01_lr0.001,0.5965,0.6087,0.4683,0.5992,0.46
K120|tomek|a0.01|s13,0.5965,0.6087,0.4365,0.5992,0.3
MLP_s202_a0.05_lr0.0005,0.5965,0.6087,0.5476,0.5992,0.45
SM_K120|smote|s0|a0.001,0.5965,0.6087,0.5238,0.5992,0.49
MLP_s54_a0.001_lr0.001,0.5965,0.6087,0.5159,0.5992,0.46
MLP_s174_a0.05_lr0.0005,0.5965,0.6087,0.5952,0.5992,0.43
MLP_s174_a0.01_lr0.0005,0.5965,0.6087,0.6111,0.5992,0.43
K120|tomek|a0.001|s13,0.5965,0.6087,0.4365,0.5992,0.29
MLP_s32_a0.001_lr0.001,0.5965,0.6087,0.5397,0.5992,0.38
MLP_s32_a0.01_lr0.0005,0.5965,0.6087,0.5476,0.5992,0.4
MLP_s32_a0.01_lr0.001,0.5965,0.6087,0.5476,0.5992,0.38
MLP_s32_a0.05_lr0.0005,0.5965,0.6087,0.5476,0.5992,0.41
MLP_s32_a0.05_lr0.001,0.5965,0.6087,0.5556,0.5992,0.38
MLP_s189_a0.01_lr0.0005,0.5965,0.6087,0.5079,0.5992,0.36
K150|adasyn|a0.001|s42,0.5965,0.6087,0.4921,0.5992,0.44
MLP_s46_a0.05_lr0.001,0.5965,0.6087,0.5476,0.5992,0.25
MLP_s32_a0.001_lr0.0005,0.5965,0.6087,0.5476,0.5992,0.41
MLP_s202_a0.01_lr0.0005,0.5965,0.6087,0.5397,0.5992,0.45
MLP_s202_a0.001_lr0.0005,0.5965,0.6087,0.5397,0.5992,0.45
MLP_s195_a0.01_lr0.0005,0.5965,0.6087,0.5556,0.5992,0.37
K120|tomek|a0.05|s13,0.5965,0.6087,0.4365,0.5992,0.3
K100|smote|a0.001|s42,0.5965,0.6087,0.5,0.5992,0.45
K100|adasyn|a0.05|s13,0.5965,0.6087,0.5317,0.5992,0.42
K100|tomek|a0.05|s42,0.5965,0.6087,0.5159,0.5992,0.45
MLP_s211_a0.01_lr0.001,0.5965,0.6087,0.5476,0.5992,0.1
K100|smote|a0.01|s42,0.5965,0.6087,0.5,0.5992,0.45
MLP_s291_a0.001_lr0.0005,0.5965,0.6087,0.5238,0.5992,0.36
MLP_s211_a0.001_lr0.001,0.5965,0.6087,0.5476,0.5992,0.1
K110|adasyn|a0.001|s42,0.5965,0.6087,0.5476,0.5992,0.32
MLP_s69_a0.01_lr0.0005,0.5965,0.6087,0.5238,0.5992,0.52
K110|smote|a0.05|s42,0.5965,0.6087,0.5238,0.5992,0.28
K100|smote|a0.05|s42,0.5965,0.6087,0.5159,0.5992,0.45
K110|adasyn|a0.05|s42,0.5965,0.6087,0.5476,0.5992,0.3
K100|adasyn|a0.001|s13,0.5965,0.6087,0.5238,0.5992,0.43
MLP_s69_a0.001_lr0.0005,0.5965,0.6087,0.5238,0.5992,0.52
K110|adasyn|a0.01|s42,0.5965,0.6087,0.5317,0.5992,0.3
MLP_s79_a0.01_lr0.001,0.5965,0.6087,0.5159,0.5992,0.27
K100|tomek|a0.001|s42,0.5965,0.6087,0.5,0.5992,0.45
MLP_s79_a0.05_lr0.001,0.5965,0.6087,0.5159,0.5992,0.27
MLP_s209_a0.05_lr0.001,0.5965,0.6087,0.5556,0.5992,0.39
MLP_s79_a0.001_lr0.001,0.5965,0.6087,0.5,0.5992,0.26
MLP_s78_a0.001_lr0.001,0.5965,0.6087,0.5,0.5992,0.36
MLP_s216_a0.001_lr0.001,0.5965,0.6087,0.5238,0.5992,0.39
K100|tomek|a0.01|s42,0.5965,0.6087,0.5,0.5992,0.45
MLP_s209_a0.001_lr0.0005,0.5965,0.6087,0.5159,0.5992,0.39
MLP_s70_a0.001_lr0.0005,0.5965,0.6087,0.5556,0.5992,0.44
MLP_s69_a0.05_lr0.0005,0.5965,0.6087,0.5317,0.5992,0.52
MLP_s3_a0.001_lr0.0005,0.5965,0.6087,0.4444,0.5992,0.36
MLP_s3_a0.001_lr0.001,0.5965,0.6087,0.4683,0.5992,0.37
MLP_s3_a0.01_lr0.0005,0.5965,0.6087,0.4524,0.5992,0.35
MLP_s3_a0.05_lr0.0005,0.5965,0.6087,0.4444,0.5992,0.38
MLP_s267_a0.01_lr0.0005,0.5965,0.6087,0.5159,0.5992,0.47
K60|adasyn|a0.05|s13,0.5965,0.6087,0.4921,0.5992,0.4
MLP_s3_a0.05_lr0.001,0.5965,0.6087,0.4603,0.5992,0.34
MLP_s267_a0.05_lr0.0005,0.5965,0.6087,0.5159,0.5992,0.47
MLP_s256_a0.05_lr0.0005,0.5893,0.6522,0.5159,0.5952,0.54
MLP_s256_a0.05_lr0.001,0.5893,0.6522,0.5238,0.5952,0.57
MLP_s117_a0.01_lr0.001,0.5893,0.6522,0.4762,0.5952,0.66
MLP_s117_a0.05_lr0.001,0.5893,0.6522,0.4206,0.5952,0.62
MLP_s270_a0.001_lr0.0005,0.5893,0.6522,0.5317,0.5952,0.48
MLP_s270_a0.01_lr0.0005,0.5893,0.6522,0.5238,0.5952,0.48
MLP_s270_a0.05_lr0.0005,0.5893,0.6522,0.5159,0.5952,0.48
MLP_s270_a0.05_lr0.001,0.5893,0.6522,0.5317,0.5952,0.51
MLP_s171_a0.001_lr0.0005,0.5893,0.6522,0.5317,0.5952,0.6
MLP_s171_a0.05_lr0.0005,0.5893,0.6522,0.5317,0.5952,0.6
K60|tomek|a0.01|s13,0.5893,0.6522,0.5238,0.5952,0.46
SM_K150|border|s42|a0.05,0.5893,0.6522,0.4206,0.5952,0.57
SM_K150|border|s13|a0.001,0.5893,0.6522,0.4683,0.5952,0.47
K60|adasyn|a0.05|s42,0.5893,0.6522,0.4841,0.5952,0.84
K60|tomek|a0.001|s13,0.5893,0.6522,0.5238,0.5952,0.46
SM_K150|smote|s42|a0.01,0.5893,0.6522,0.5238,0.5952,0.6
SM_K150|smote|s42|a0.05,0.5893,0.6522,0.5476,0.5952,0.6
SM_K150|smote|s0|a0.001,0.5893,0.6522,0.5,0.5952,0.47
SM_K150|smote|s0|a0.01,0.5893,0.6522,0.5,0.5952,0.48
SM_K150|smote|s0|a0.05,0.5893,0.6522,0.5079,0.5952,0.48
MLP_s206_a0.001_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.53
MLP_s206_a0.01_lr0.0005,0.5893,0.6522,0.4524,0.5952,0.53
MLP_s206_a0.05_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.53
MLP_s72_a0.001_lr0.001,0.5893,0.6522,0.5317,0.5952,0.54
MLP_s72_a0.05_lr0.001,0.5893,0.6522,0.5317,0.5952,0.58
MLP_s78_a0.01_lr0.001,0.5893,0.6522,0.4921,0.5952,0.54
MLP_s76_a0.001_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.54
MLP_s290_a0.05_lr0.0005,0.5893,0.6522,0.4524,0.5952,0.54
MLP_s290_a0.05_lr0.001,0.5893,0.6522,0.4524,0.5952,0.54
MLP_s294_a0.001_lr0.001,0.5893,0.6522,0.4921,0.5952,0.56
MLP_s294_a0.01_lr0.001,0.5893,0.6522,0.4762,0.5952,0.56
MLP_s294_a0.05_lr0.001,0.5893,0.6522,0.4921,0.5952,0.56
K110|border|a0.05|s76,0.5893,0.6522,0.5476,0.5952,0.56
MLP_s148_a0.001_lr0.001,0.5893,0.6522,0.5,0.5952,0.55
MLP_s148_a0.01_lr0.001,0.5893,0.6522,0.5,0.5952,0.55
MLP_s148_a0.05_lr0.001,0.5893,0.6522,0.4921,0.5952,0.55
MLP_s295_a0.001_lr0.0005,0.5893,0.6522,0.4762,0.5952,0.51
MLP_s295_a0.01_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.48
K110|adasyn|a0.01|s76,0.5893,0.6522,0.5714,0.5952,0.64
MLP_s64_a0.001_lr0.0005,0.5893,0.6522,0.5397,0.5952,0.51
MLP_s64_a0.05_lr0.0005,0.5893,0.6522,0.5476,0.5952,0.51
MLP_s288_a0.001_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.47
MLP_s288_a0.01_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.47
MLP_s288_a0.05_lr0.0005,0.5893,0.6522,0.4683,0.5952,0.47
MLP_s290_a0.001_lr0.0005,0.5893,0.6522,0.4524,0.5952,0.54
MLP_s290_a0.001_lr0.001,0.5893,0.6522,0.4524,0.5952,0.54
MLP_s290_a0.01_lr0.0005,0.5893,0.6522,0.4524,0.5952,0.54
MLP_s290_a0.01_lr0.001,0.5893,0.6522,0.4524,0.5952,0.54
MLP_s64_a0.05_lr0.001,0.5893,0.6522,0.5397,0.5952,0.47
MLP_s62_a0.001_lr0.001,0.5893,0.6522,0.4603,0.5952,0.51
MLP_s62_a0.01_lr0.001,0.5893,0.6522,0.4603,0.5952,0.5
MLP_s62_a0.05_lr0.001,0.5893,0.6522,0.4603,0.5952,0.5
MLP_s242_a0.01_lr0.0005,0.5893,0.6522,0.4444,0.5952,0.55
MLP_s242_a0.05_lr0.0005,0.5893,0.6522,0.4444,0.5952,0.55
K60|smote|a0.001|s76,0.5893,0.6522,0.4921,0.5952,0.6
SM_K120|smote|s13|a0.05,0.5893,0.6522,0.5476,0.5952,0.51
SM_K120|border|s13|a0.001,0.5893,0.6522,0.5476,0.5952,0.46
SM_K120|border|s13|a0.01,0.5893,0.6522,0.5476,0.5952,0.46
SM_K120|border|s13|a0.05,0.5893,0.6522,0.5397,0.5952,0.45
MLP_s48_a0.01_lr0.0005,0.5893,0.6522,0.5476,0.5952,0.49
MLP_s48_a0.05_lr0.0005,0.5893,0.6522,0.5476,0.5952,0.5
K120|enn|a0.05|s0,0.5893,0.6522,0.5476,0.5952,0.88
K120|tomek|a0.001|s0,0.5893,0.6522,0.4127,0.5952,0.56
SM_K120|border|s76|a0.001,0.5893,0.6522,0.5714,0.5952,0.53
SM_K120|border|s76|a0.01,0.5893,0.6522,0.5714,0.5952,0.53
MLP_s170_a0.01_lr0.001,0.5893,0.6522,0.5476,0.5952,0.51
MLP_s170_a0.05_lr0.001,0.5893,0.6522,0.5556,0.5952,0.51
SM_K100|border|s13|a0.01,0.5893,0.6522,0.5317,0.5952,0.65
MLP_s84_a0.001_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.54
MLP_s84_a0.01_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.54
MLP_s84_a0.05_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.54
MLP_s43_a0.001_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.48
MLP_s43_a0.01_lr0.0005,0.5893,0.6522,0.4841,0.5952,0.48
K130|enn|a0.001|s76,0.5893,0.6522,0.5635,0.5952,0.79
K130|enn|a0.01|s76,0.5893,0.6522,0.5556,0.5952,0.78
K130|enn|a0.05|s76,0.5893,0.6522,0.5635,0.5952,0.78
K120|tomek|a0.05|s0,0.5893,0.6522,0.4127,0.5952,0.56
K120|enn|a0.001|s0,0.5893,0.6522,0.5635,0.5952,0.88
K120|enn|a0.01|s0,0.5893,0.6522,0.5635,0.5952,0.88
MLP_s48_a0.001_lr0.0005,0.5893,0.6522,0.5476,0.5952,0.49
MLP_s48_a0.001_lr0.001,0.5893,0.6522,0.5159,0.5952,0.89
K60|smote|a0.01|s76,0.5893,0.6522,0.4921,0.5952,0.6
